Tenure,TotalCashback,Complain,WarehouseToHome,DaySinceLastOrder,NumberOfAddress,SatisfactionScore,PreferedOrderCat_Mobile,CouponUsed,CityTier
7.0,129.79,0,9.0,0.0,4,2,1,1.0,1
7.0,131.61,1,30.0,0.0,4,3,1,0.0,1
1.0,347.96,0,7.0,3.0,2,3,0,2.0,1
1.0,680.32,0,36.0,9.0,3,3,0,3.0,1
7.0,186.28,0,19.0,1.0,2,3,0,0.0,3
3.0,344.46,1,10.0,6.0,3,5,1,1.0,1
3.0,138.33,0,6.0,2.0,4,3,1,1.0,1
13.0,328.99,0,12.0,13.0,8,3,0,4.0,1
5.0,129.56,0,6.0,0.0,2,5,1,0.0,1
15.0,162.72,0,8.0,3.0,8,5,0,0.0,2
15.0,516.63,1,13.0,18.0,4,5,1,2.0,1
9.0,250.86,0,14.0,2.0,5,3,1,1.0,1
1.0,314.58,0,7.0,3.0,6,2,1,2.0,1
14.0,294.42,1,12.0,17.0,3,5,1,1.0,1
10.0,142.84,1,13.0,4.0,6,5,0,0.0,1
10.0,1190.14,0,9.0,8.0,5,1,0,7.0,3
14.0,2658.11,1,10.0,5.0,1,3,0,0.0,3
5.0,981.75,0,35.0,7.0,10,3,1,5.0,1
1.0,344.14,0,18.0,3.0,10,3,0,2.0,3
17.0,582.54,1,13.0,1.0,6,2,0,1.0,1
13.0,136.17,1,15.0,0.0,9,4,1,0.0,1
1.0,306.38,0,11.0,3.0,4,5,1,1.0,1
30.0,328.99,1,21.0,2.0,3,3,0,2.0,1
22.0,147.89,0,9.0,2.0,5,5,0,1.0,1
13.0,2235.42,0,26.0,1.0,5,2,0,4.0,1
1.0,457.26,0,16.0,3.0,3,3,1,3.0,2
24.0,328.99,0,9.0,0.0,4,4,0,0.0,1
9.0,529.3199999999999,0,9.0,4.0,1,1,0,3.0,3
1.0,309.46,0,11.0,1.0,3,5,1,2.0,1
8.0,384.24,0,35.0,8.0,3,3,0,2.0,3
10.0,306.7,0,10.0,1.0,7,1,1,1.0,1
9.0,354.16,0,25.0,11.0,3,5,0,1.0,1
6.0,297.4,0,9.0,8.0,3,4,1,1.0,1
0.0,132.3,0,9.0,0.0,2,3,1,1.0,1
1.0,318.14,0,16.0,4.0,9,5,1,1.0,3
0.0,124.22,0,14.0,2.0,1,4,1,0.0,1
12.0,152.04,0,8.0,4.0,9,2,0,0.0,2
3.0,294.02,0,30.0,3.0,11,2,1,2.0,1
8.0,294.62,0,9.0,3.0,8,3,1,2.0,3
17.0,299.1,0,17.0,8.0,2,2,1,1.0,1
17.0,449.7,0,14.0,3.0,10,5,0,2.0,1
7.0,336.04,0,14.0,3.0,2,4,0,1.0,3
9.0,878.3399999999999,0,13.0,13.0,3,5,0,5.0,3
16.0,617.44,0,17.0,4.0,5,3,1,4.0,1
0.0,262.34,0,11.0,2.0,2,1,1,0.0,1
14.0,1437.84,0,16.0,2.0,2,5,0,8.0,3
9.0,121.32,0,34.0,3.0,5,1,1,1.0,1
5.0,149.98,1,8.0,7.0,5,3,0,1.0,1
4.0,326.66,0,7.0,3.0,5,3,1,2.0,1
13.0,312.1,0,32.0,13.0,2,4,0,0.0,1
19.0,1771.0,0,14.0,12.0,3,5,0,3.0,1
30.0,328.99,0,35.0,0.0,4,2,0,0.0,3
4.0,616.4499999999999,0,14.0,2.0,4,3,1,3.0,3
13.0,294.64,0,7.0,3.0,9,3,1,1.0,1
11.0,1314.88,0,17.0,8.0,3,4,1,5.0,1
2.0,127.0,0,29.0,7.0,2,3,1,1.0,1
18.0,208.51,1,26.0,7.0,3,5,0,1.0,1
5.0,123.69999999999999,0,14.0,7.0,2,4,1,0.0,1
10.0,1190.14,0,9.0,8.0,5,1,0,4.0,3
7.0,614.46,0,6.0,6.0,10,5,0,2.0,2
3.0,1020.9000000000001,0,7.0,2.0,3,2,0,5.0,3
12.0,397.02,0,9.0,1.0,9,4,0,2.0,3
14.0,347.52,0,16.0,3.0,11,1,0,1.0,1
21.0,333.26,1,11.0,8.0,3,1,0,2.0,3
8.0,315.88,0,7.0,3.0,7,4,1,2.0,1
1.0,347.96,0,7.0,3.0,2,3,0,2.0,1
1.0,306.38,0,11.0,3.0,4,5,1,1.0,1
1.0,447.0,0,31.0,2.0,2,2,1,1.0,3
16.0,175.1,0,17.0,9.0,2,3,0,1.0,1
8.0,146.01,0,24.0,0.0,2,3,0,1.0,3
14.0,329.5,0,16.0,8.0,5,3,0,1.0,1
9.0,122.77000000000001,1,9.0,3.0,4,4,1,0.0,2
4.0,141.48,0,6.0,3.0,2,5,0,1.0,1
0.0,255.2,0,15.0,2.0,2,4,1,2.0,3
12.0,2303.18,0,8.0,3.0,1,3,0,10.0,1
9.0,492.24,1,12.0,5.0,3,3,0,0.0,3
6.0,1375.32,0,7.0,3.0,3,1,0,4.0,3
1.0,1267.12,1,14.0,8.0,5,3,1,2.0,1
12.0,446.48,0,17.0,3.0,5,3,0,2.0,1
1.0,904.1999999999999,0,14.0,8.0,3,1,1,1.0,1
12.0,152.95,0,18.0,0.0,5,4,0,1.0,1
6.0,331.56,1,9.0,3.0,2,4,0,2.0,3
8.0,144.25,0,8.0,2.0,6,4,0,1.0,1
4.0,1439.19,0,14.0,10.0,3,3,0,9.0,1
21.0,1350.48,1,14.0,3.0,9,5,0,5.0,1
0.0,139.89,1,14.0,2.0,2,3,1,1.0,1
5.0,289.3,0,32.0,2.0,1,2,0,1.0,3
18.0,369.7,0,7.0,3.0,6,3,0,2.0,2
6.0,163.88,1,14.0,0.0,3,3,0,0.0,1
29.0,285.14,1,14.0,2.0,5,5,1,1.0,1
1.0,359.44,0,9.0,4.0,3,2,0,2.0,1
1.0,1214.88,1,7.0,9.0,3,2,1,6.0,1
23.0,793.98,1,13.0,13.0,4,3,0,1.0,1
17.0,347.52,0,34.0,3.0,7,4,1,2.0,1
0.0,630.76,1,16.0,4.0,2,2,0,2.0,3
16.0,266.27,1,12.0,0.0,5,2,0,1.0,1
10.0,975.5200000000001,0,16.0,7.0,2,4,1,1.0,1
13.0,498.81000000000006,0,27.0,3.0,4,1,0,2.0,3
10.0,1105.95,0,16.0,3.0,3,2,0,1.0,3
3.0,377.68,0,36.0,7.0,10,3,0,1.0,1
11.0,256.42,0,9.0,2.0,4,3,1,2.0,1
0.0,139.07,0,35.0,2.0,2,5,1,1.0,1
1.0,971.46,1,11.0,7.0,3,2,1,6.0,1
10.0,166.94,1,16.0,0.0,3,1,0,1.0,3
9.0,304.1,0,30.0,4.0,2,3,1,2.0,1
0.0,125.0,0,14.0,2.0,2,5,1,1.0,1
5.0,336.9,0,7.0,5.0,2,3,0,1.0,1
6.0,153.68,1,22.0,2.0,2,1,0,0.0,3
1.0,300.92,0,32.0,2.0,7,4,1,1.0,1
11.0,309.46,0,28.0,1.0,7,2,1,2.0,3
9.0,366.54,0,6.0,2.0,2,5,1,0.0,1
26.0,209.33999999999997,1,13.0,3.0,8,1,0,0.0,3
16.0,375.44,0,9.0,4.0,9,5,0,2.0,2
3.0,361.22,0,10.0,3.0,3,3,0,1.0,3
10.0,302.88,1,9.0,3.0,5,1,1,1.0,3
11.0,256.42,0,9.0,2.0,4,3,1,2.0,1
2.0,716.72,0,6.0,1.0,2,1,0,4.0,3
0.0,123.25,0,14.0,0.0,1,5,1,1.0,3
5.0,151.75,0,14.0,3.0,6,3,0,1.0,1
20.0,124.78999999999999,0,14.0,0.0,5,3,1,0.0,1
24.0,613.44,1,7.0,8.0,5,4,0,1.0,1
8.0,444.5,0,7.0,3.0,2,2,0,2.0,3
1.0,301.04,0,16.0,1.0,3,5,1,1.0,1
9.0,240.56,0,27.0,13.0,2,4,1,2.0,1
1.0,297.96,1,15.0,1.0,3,5,1,1.0,1
19.0,730.8,0,9.0,10.0,3,1,0,4.0,1
3.0,333.74,1,12.0,10.0,3,4,0,1.0,3
13.0,328.99,0,32.0,6.0,5,3,0,1.0,1
21.0,1780.1399999999999,0,9.0,7.0,5,3,0,3.0,1
14.0,328.99,0,16.0,14.0,11,3,0,2.0,1
12.0,356.86,0,17.0,10.0,3,1,0,1.0,3
9.0,120.72999999999999,1,12.0,2.0,5,5,1,0.0,2
6.0,328.99,1,29.0,12.0,2,1,0,3.0,1
17.0,437.66999999999996,0,14.0,3.0,6,1,1,2.0,1
8.0,671.64,0,8.0,3.0,3,1,0,3.0,3
15.0,516.63,1,13.0,18.0,4,5,1,2.0,1
6.0,316.24,0,12.0,3.0,5,1,1,2.0,1
5.0,969.72,0,10.0,8.0,2,3,0,5.0,1
25.0,372.64,0,14.0,1.0,4,3,0,2.0,1
7.0,442.77,0,9.0,12.0,4,5,0,2.0,3
29.0,328.99,1,29.0,9.0,5,4,0,13.0,1
15.0,718.68,1,29.0,4.0,5,2,0,1.0,1
30.0,297.01,1,7.0,5.0,4,5,0,1.0,1
4.0,1786.68,1,8.0,6.0,2,3,0,8.0,3
19.0,347.0,0,27.0,2.0,10,3,0,2.0,3
25.0,134.82,0,35.0,0.0,3,1,1,1.0,3
9.0,338.5,0,9.0,3.0,7,4,0,2.0,1
17.0,328.99,0,32.0,1.0,7,2,0,2.0,3
22.0,328.99,0,6.0,0.0,5,3,0,1.0,1
13.0,1469.07,0,17.0,4.0,2,3,0,7.0,1
4.0,431.88,1,32.0,3.0,4,4,0,1.0,3
1.0,314.04,1,7.0,5.0,3,4,1,2.0,3
29.0,328.99,1,29.0,9.0,5,4,0,11.0,1
10.0,139.2,0,6.0,2.0,3,5,1,0.0,1
8.0,892.1500000000001,0,7.0,10.0,2,5,0,2.0,1
24.0,328.99,1,27.0,14.0,4,3,0,4.0,1
1.0,2438.88,0,23.0,15.0,3,5,1,16.0,1
7.0,337.46,0,14.0,4.0,2,5,0,1.0,3
15.0,126.96000000000001,1,8.0,0.0,1,3,1,1.0,2
29.0,2346.8,0,25.0,9.0,5,4,0,2.0,3
1.0,296.36,0,11.0,1.0,3,3,1,1.0,1
15.0,3980.2000000000003,0,14.0,9.0,2,1,0,1.0,1
11.0,133.06,0,10.0,0.0,8,3,1,0.0,1
8.0,142.86,0,32.0,0.0,3,5,0,0.0,3
0.0,146.21,0,14.0,2.0,2,3,1,1.0,1
0.0,125.52000000000001,0,14.0,0.0,2,5,1,0.0,1
24.0,617.88,0,8.0,2.0,3,4,0,0.0,3
4.0,134.77,0,8.0,3.0,2,3,1,0.0,1
28.0,3877.6399999999994,0,7.0,8.0,8,2,0,6.0,1
28.0,387.08,0,14.0,8.0,6,1,0,2.0,1
14.0,380.26,0,7.0,4.0,6,1,0,1.0,1
9.0,241.92000000000002,0,7.0,1.0,2,4,1,1.0,1
31.0,3187.24,0,35.0,3.0,6,5,0,14.0,3
2.0,323.2,0,17.0,8.0,5,3,0,2.0,1
9.0,307.18,0,7.0,5.0,3,3,1,2.0,1
1.0,330.62,0,10.0,3.0,7,5,1,2.0,1
9.0,349.36,0,18.0,3.0,3,1,0,2.0,3
31.0,848.61,1,22.0,3.0,4,3,0,1.0,1
5.0,123.32,0,14.0,2.0,7,4,1,1.0,1
9.0,155.07,0,23.0,3.0,3,4,0,1.0,3
3.0,367.38,0,17.0,5.0,11,3,0,2.0,3
11.0,373.20000000000005,0,14.0,3.0,2,4,1,1.0,1
29.0,630.76,0,9.0,1.0,10,5,0,1.0,1
18.0,280.61,0,31.0,0.0,4,4,0,1.0,1
16.0,328.99,1,22.0,9.0,6,2,0,0.0,3
16.0,2264.15,0,9.0,10.0,3,2,0,6.0,3
7.0,392.38,0,12.0,3.0,6,1,0,2.0,1
13.0,147.28,1,6.0,0.0,4,3,0,1.0,3
9.0,120.07,0,6.0,3.0,2,3,1,1.0,1
0.0,150.71,0,8.0,0.0,4,1,0,0.0,3
7.0,435.84000000000003,0,28.0,14.0,3,4,1,1.0,1
7.0,143.81,0,8.0,3.0,2,5,1,1.0,1
4.0,275.48,0,14.0,1.0,3,3,1,1.0,1
13.0,3579.96,0,13.0,8.0,2,4,0,12.0,3
4.0,517.08,1,32.0,3.0,9,3,0,2.0,3
1.0,307.42,0,22.0,1.0,3,1,1,2.0,1
21.0,309.52,0,11.0,1.0,5,3,0,1.0,3
10.0,328.99,1,6.0,2.0,3,2,0,0.0,1
26.0,328.99,0,8.0,2.0,7,3,0,2.0,3
30.0,376.12,0,7.0,10.0,3,3,0,1.0,1
9.0,122.58000000000001,0,6.0,7.0,7,3,1,1.0,1
17.0,582.54,1,13.0,1.0,6,1,0,1.0,1
1.0,324.86,1,21.0,3.0,3,4,1,2.0,1
1.0,302.94,0,19.0,5.0,3,1,1,2.0,1
18.0,345.36,0,7.0,1.0,9,3,0,2.0,3
0.0,150.71,0,8.0,0.0,4,2,0,1.0,3
16.0,3807.84,0,11.0,16.0,3,1,0,1.0,1
9.0,504.36,0,7.0,9.0,2,5,0,2.0,3
9.0,114.83000000000001,0,9.0,0.0,2,4,1,1.0,1
0.0,148.83,0,13.0,1.0,2,3,0,0.0,1
9.0,244.14,0,21.0,2.0,2,3,1,2.0,1
0.0,129.26,1,12.0,0.0,2,1,1,0.0,1
5.0,1575.27,0,8.0,8.0,3,5,0,7.0,1
29.0,129.42,0,15.0,3.0,3,3,1,0.0,1
19.0,287.89,0,10.0,8.0,3,4,0,1.0,3
10.0,2937.48,0,15.0,3.0,3,3,0,8.0,1
15.0,557.22,1,8.0,10.0,1,3,0,1.0,1
9.0,175.87,0,14.0,9.0,2,5,0,0.0,3
18.0,681.27,1,9.0,3.0,7,3,0,3.0,1
8.0,405.12,0,10.0,5.0,2,1,0,2.0,1
25.0,817.8,0,13.0,0.0,8,4,0,3.0,1
18.0,298.72,1,7.0,3.0,8,1,1,1.0,1
3.0,168.77,1,8.0,0.0,6,1,0,1.0,1
2.0,292.88,0,23.0,5.0,3,3,1,1.0,1
9.0,499.43999999999994,0,15.0,10.0,3,3,0,1.0,1
0.0,110.09,1,16.0,1.0,2,3,1,1.0,1
20.0,355.16,0,14.0,1.0,4,3,0,2.0,1
9.0,120.13,0,13.0,3.0,3,4,1,0.0,1
3.0,309.48,0,16.0,3.0,11,3,1,1.0,1
14.0,1671.68,0,33.0,6.0,3,5,0,4.0,3
28.0,296.36,1,32.0,4.0,5,4,0,1.0,2
10.0,361.24,1,13.0,3.0,5,5,0,1.0,1
22.0,407.96,0,11.0,9.0,3,2,0,2.0,1
16.0,208.2,0,33.0,1.0,9,5,0,0.0,1
0.0,161.8,0,32.0,4.0,2,1,0,0.0,3
3.0,165.78,0,16.0,4.0,2,3,0,0.0,3
10.0,352.62,0,11.0,3.0,9,4,0,2.0,1
25.0,3881.6400000000003,1,16.0,11.0,6,4,0,7.0,3
7.0,559.44,0,11.0,13.0,2,1,0,4.0,1
2.0,2438.59,0,8.0,3.0,8,1,0,10.0,1
1.0,325.2,1,9.0,4.0,3,1,1,2.0,1
19.0,295.48,0,9.0,1.0,3,3,1,2.0,1
16.0,336.08,0,21.0,2.0,4,1,0,1.0,3
5.0,128.27,0,8.0,0.0,2,5,1,0.0,3
12.0,4068.4500000000003,1,19.0,2.0,7,4,0,1.0,1
10.0,163.34,0,22.0,0.0,5,3,0,1.0,3
28.0,290.38,0,8.0,0.0,9,5,0,1.0,1
0.0,130.41,0,8.0,2.0,1,5,1,0.0,3
1.0,333.14,1,30.0,1.0,9,1,0,1.0,3
29.0,583.18,1,9.0,3.0,4,2,0,1.0,1
2.0,347.54,0,34.0,1.0,2,5,0,2.0,1
4.0,332.3,0,36.0,4.0,10,5,0,2.0,3
27.0,137.8,0,5.0,0.0,8,3,0,0.0,1
13.0,328.99,0,15.0,13.0,10,3,0,0.0,1
3.0,361.22,0,10.0,3.0,3,3,0,1.0,3
12.0,333.96,0,23.0,3.0,4,4,0,1.0,3
15.0,126.96000000000001,1,8.0,0.0,1,3,1,1.0,2
24.0,587.6,1,35.0,3.0,6,5,0,1.0,1
5.0,494.34000000000003,0,11.0,3.0,10,3,1,2.0,1
28.0,359.7,1,26.0,5.0,11,5,0,1.0,1
22.0,251.74,1,14.0,2.0,5,5,1,0.0,1
5.0,1003.5,0,9.0,3.0,2,5,0,1.0,1
10.0,290.26,0,14.0,4.0,4,4,1,1.0,1
4.0,841.24,0,16.0,3.0,5,3,0,3.0,1
18.0,359.08,1,7.0,4.0,7,5,0,2.0,3
25.0,1440.35,0,33.0,18.0,4,3,0,1.0,3
13.0,174.57,1,6.0,2.0,3,1,0,1.0,3
1.0,373.6,0,33.0,5.0,3,1,0,1.0,3
6.0,171.04,0,14.0,2.0,1,3,0,1.0,3
1.0,446.48,0,27.0,3.0,5,3,0,2.0,1
0.0,134.07,0,15.0,3.0,8,5,1,0.0,3
28.0,154.15,1,26.0,8.0,4,2,0,1.0,1
26.0,436.72,0,14.0,3.0,6,2,0,0.0,3
8.0,380.0,0,15.0,3.0,7,5,0,2.0,3
7.0,311.1,0,11.0,8.0,7,4,0,1.0,1
0.0,1218.3600000000001,0,16.0,0.0,10,5,0,0.0,3
20.0,283.0,0,11.0,1.0,5,3,0,1.0,1
10.0,443.98,0,10.0,3.0,6,2,0,1.0,3
10.0,129.96,1,10.0,3.0,8,3,1,1.0,1
29.0,3168.7,0,9.0,12.0,6,3,0,6.0,1
9.0,299.0,0,7.0,3.0,3,5,1,1.0,1
9.0,120.07,0,6.0,3.0,2,3,1,0.0,1
9.0,151.31,0,10.0,2.0,8,4,0,1.0,1
9.0,120.97,0,9.0,4.0,5,1,1,1.0,1
28.0,591.72,0,32.0,13.0,2,1,0,0.0,3
5.0,416.92,0,12.0,3.0,3,3,0,2.0,3
10.0,1966.41,1,35.0,3.0,2,4,0,4.0,1
4.0,134.77,0,8.0,3.0,2,3,1,1.0,1
4.0,328.99,1,15.0,8.0,2,5,0,1.0,1
21.0,282.65,0,6.0,0.0,7,2,0,1.0,1
9.0,411.9,0,12.0,14.0,2,4,0,1.0,1
14.0,543.1500000000001,0,33.0,14.0,3,4,0,1.0,1
1.0,294.88,0,18.0,3.0,3,4,1,2.0,1
4.0,148.21,1,11.0,3.0,1,2,1,0.0,1
1.0,298.64,1,12.0,4.0,5,3,1,1.0,1
12.0,278.04,0,25.0,2.0,9,1,0,0.0,1
6.0,143.02,0,13.0,2.0,1,4,0,0.0,3
9.0,127.41,0,12.0,7.0,2,3,1,0.0,1
2.0,182.68,1,16.0,7.0,2,4,0,1.0,3
0.0,140.31,0,9.0,2.0,6,5,1,1.0,1
23.0,345.78,0,10.0,3.0,6,5,0,1.0,1
10.0,1105.95,0,16.0,3.0,3,1,0,4.0,3
8.0,290.58,0,33.0,1.0,3,3,1,2.0,1
2.0,166.44,0,8.0,0.0,3,4,0,1.0,3
6.0,328.99,0,10.0,8.0,5,2,0,4.0,1
10.0,221.85000000000002,1,17.0,3.0,2,2,0,0.0,1
20.0,123.80000000000001,1,14.0,0.0,10,1,1,1.0,1
0.0,268.82,1,11.0,2.0,2,3,1,0.0,1
1.0,309.46,0,11.0,1.0,3,5,1,2.0,1
0.0,255.45999999999998,0,12.0,2.0,1,3,1,2.0,1
5.0,154.7,0,8.0,6.0,1,4,0,1.0,1
28.0,605.58,0,10.0,10.0,5,2,0,2.0,1
25.0,4360.2,1,8.0,12.0,2,3,0,1.0,3
1.0,329.54,1,9.0,3.0,8,3,1,1.0,1
11.0,399.82,0,7.0,3.0,6,1,0,2.0,1
2.0,290.88,0,8.0,4.0,3,1,1,1.0,1
1.0,297.58,1,12.0,3.0,2,1,1,2.0,1
18.0,153.99,0,7.0,3.0,5,3,0,0.0,1
0.0,142.0,0,15.0,4.0,8,5,1,1.0,1
1.0,136.6,0,16.0,7.0,4,3,0,0.0,1
0.0,153.04,1,25.0,4.0,9,1,0,0.0,3
2.0,446.31000000000006,0,16.0,3.0,7,3,1,1.0,1
8.0,150.98,0,15.0,8.0,2,3,0,0.0,1
13.0,256.18,0,8.0,2.0,3,3,1,0.0,1
5.0,123.69999999999999,0,14.0,7.0,2,4,1,0.0,1
5.0,146.68,0,15.0,7.0,1,1,0,0.0,3
14.0,328.99,0,7.0,12.0,3,4,0,6.0,1
15.0,521.82,1,13.0,1.0,5,1,0,1.0,3
10.0,805.76,0,10.0,5.0,2,1,0,4.0,3
7.0,377.76,1,15.0,1.0,4,3,0,1.0,1
7.0,1451.25,0,21.0,6.0,2,5,0,1.0,3
9.0,240.56,0,27.0,13.0,2,4,1,0.0,1
12.0,423.72,0,7.0,3.0,6,2,0,2.0,3
5.0,388.64,0,27.0,1.0,3,3,0,2.0,3
0.0,888.0200000000001,1,6.0,8.0,2,2,1,5.0,1
9.0,120.33000000000001,0,18.0,0.0,2,5,1,1.0,3
5.0,381.64,1,9.0,6.0,6,2,0,2.0,3
1.0,330.22,0,18.0,4.0,2,3,0,1.0,1
17.0,355.14,0,17.0,1.0,3,3,0,2.0,1
20.0,1000.4000000000001,1,13.0,9.0,8,5,0,4.0,1
24.0,231.42000000000002,0,17.0,3.0,4,4,0,0.0,1
24.0,127.22999999999999,0,6.0,0.0,2,2,1,1.0,1
9.0,122.06,0,15.0,8.0,2,3,1,0.0,1
12.0,328.88,1,9.0,3.0,7,1,1,1.0,1
14.0,384.56,0,8.0,2.0,9,3,0,2.0,3
21.0,349.56,0,9.0,1.0,9,4,0,1.0,3
4.0,1515.44,0,13.0,9.0,2,3,0,3.0,1
7.0,671.96,0,14.0,8.0,2,3,0,2.0,3
0.0,126.0,1,14.0,0.0,2,5,1,0.0,1
30.0,308.84,0,16.0,4.0,4,3,1,2.0,1
1.0,335.12,0,11.0,4.0,3,5,0,2.0,3
8.0,1434.64,0,10.0,10.0,3,4,0,2.0,1
13.0,1287.72,0,32.0,5.0,2,5,0,5.0,3
9.0,121.33000000000001,1,14.0,7.0,2,4,0,1.0,1
8.0,340.76,1,9.0,3.0,2,5,0,2.0,3
1.0,339.74,1,11.0,4.0,3,2,0,1.0,3
18.0,313.24,0,12.0,4.0,5,3,1,1.0,1
1.0,559.02,1,20.0,3.0,7,5,0,3.0,3
0.0,1836.0,0,10.0,8.0,2,1,0,6.0,3
14.0,3518.76,0,8.0,17.0,4,5,0,3.0,1
9.0,121.66,1,13.0,3.0,4,5,1,0.0,1
30.0,278.75,1,27.0,0.0,5,1,0,1.0,3
10.0,494.22,0,7.0,11.0,2,1,0,0.0,1
13.0,492.06000000000006,0,26.0,3.0,10,1,0,1.0,1
16.0,1656.1799999999998,0,21.0,11.0,2,3,0,1.0,1
26.0,526.52,0,32.0,1.0,5,1,0,1.0,1
3.0,784.3199999999999,0,15.0,10.0,2,5,0,5.0,1
15.0,142.72,0,35.0,0.0,5,1,0,1.0,1
28.0,325.6,0,6.0,1.0,9,3,0,1.0,1
23.0,163.47,0,6.0,13.0,1,3,0,0.0,3
0.0,161.42,1,10.0,3.0,2,4,0,1.0,1
20.0,802.56,1,8.0,0.0,2,2,0,1.0,1
9.0,113.93,0,8.0,0.0,2,4,1,0.0,1
7.0,336.04,0,14.0,3.0,2,4,0,2.0,3
10.0,306.2,0,16.0,3.0,3,4,1,2.0,1
10.0,328.99,0,15.0,6.0,11,5,0,1.0,1
11.0,162.61,0,35.0,7.0,4,2,0,0.0,1
13.0,328.99,0,7.0,9.0,3,2,0,1.0,1
10.0,958.44,1,12.0,7.0,5,5,0,6.0,1
16.0,311.24,0,6.0,2.0,5,1,0,1.0,1
1.0,336.12,0,36.0,1.0,7,3,0,2.0,3
16.0,328.99,0,18.0,9.0,2,4,0,3.0,1
9.0,121.27000000000001,1,11.0,3.0,3,3,1,1.0,1
1.0,287.18,1,17.0,1.0,3,4,1,1.0,1
1.0,277.86,0,9.0,1.0,3,4,1,1.0,1
0.0,295.74,1,7.0,2.0,10,1,1,2.0,1
2.0,419.26,0,12.0,3.0,2,5,0,1.0,3
21.0,299.58,0,9.0,1.0,6,3,1,1.0,1
8.0,1216.44,0,8.0,4.0,3,4,0,2.0,1
0.0,141.94,1,9.0,3.0,2,5,0,0.0,3
2.0,186.2,0,25.0,4.0,2,3,0,1.0,3
0.0,124.38999999999999,1,14.0,0.0,2,1,1,1.0,1
25.0,142.58,0,25.0,2.0,1,2,1,1.0,1
0.0,124.38999999999999,1,14.0,0.0,2,1,1,1.0,1
6.0,153.76,0,6.0,3.0,3,5,0,0.0,3
3.0,328.99,0,9.0,6.0,9,1,0,11.0,1
11.0,328.99,0,16.0,11.0,4,3,0,0.0,1
5.0,462.96000000000004,0,16.0,9.0,3,4,0,2.0,1
9.0,394.76,0,17.0,8.0,1,1,0,0.0,3
21.0,616.0,0,12.0,2.0,6,3,0,2.0,1
20.0,132.94,1,8.0,2.0,2,2,1,1.0,3
7.0,613.72,0,6.0,9.0,1,5,0,1.0,1
23.0,328.99,0,23.0,11.0,6,5,0,0.0,1
11.0,153.81,1,6.0,0.0,10,3,0,0.0,1
2.0,355.06,0,16.0,8.0,3,1,0,2.0,3
28.0,328.99,0,24.0,9.0,10,3,0,2.0,1
6.0,511.24,0,15.0,10.0,1,2,1,1.0,1
22.0,881.5500000000001,0,7.0,2.0,4,2,0,1.0,1
4.0,471.12,0,12.0,31.0,7,5,1,1.0,1
9.0,121.27000000000001,0,23.0,0.0,2,4,1,1.0,1
24.0,459.92,0,17.0,3.0,8,1,0,2.0,1
7.0,144.9,0,17.0,8.0,5,4,0,0.0,2
7.0,359.74,0,17.0,10.0,3,3,0,1.0,3
6.0,136.0,0,8.0,4.0,2,3,1,1.0,2
31.0,461.04,1,12.0,3.0,4,4,0,2.0,1
29.0,328.99,0,12.0,7.0,10,5,0,6.0,3
10.0,3211.04,0,15.0,3.0,8,3,0,1.0,3
4.0,1200.24,0,6.0,7.0,2,5,0,1.0,1
3.0,171.4,0,21.0,7.0,3,5,0,1.0,3
1.0,349.98,0,10.0,3.0,2,3,0,1.0,3
1.0,336.12,0,36.0,1.0,7,3,0,1.0,3
17.0,1831.23,1,9.0,9.0,3,1,0,4.0,3
26.0,587.12,0,10.0,17.0,3,5,0,2.0,3
12.0,358.1,1,9.0,4.0,4,1,0,1.0,3
0.0,246.7,1,14.0,0.0,5,5,1,1.0,2
11.0,398.56,0,10.0,4.0,4,1,0,1.0,3
7.0,195.47,0,8.0,9.0,2,3,0,0.0,1
27.0,328.99,0,17.0,12.0,4,1,0,0.0,1
1.0,398.24,0,7.0,8.0,3,5,0,1.0,1
25.0,1227.04,0,13.0,8.0,2,3,1,4.0,1
8.0,202.21,0,13.0,6.0,4,3,0,0.0,1
7.0,1564.02,1,22.0,2.0,2,1,0,7.0,1
0.0,141.62,1,10.0,3.0,2,3,0,1.0,3
20.0,397.58,0,9.0,5.0,4,1,0,1.0,1
8.0,309.92,0,8.0,4.0,7,5,1,2.0,1
25.0,179.69,1,9.0,4.0,3,3,0,1.0,1
4.0,199.36,0,11.0,7.0,1,5,0,0.0,1
8.0,139.17,0,16.0,2.0,2,2,1,1.0,1
9.0,406.46,0,10.0,9.0,8,2,0,1.0,3
12.0,1212.4,1,14.0,8.0,4,3,1,5.0,3
22.0,618.5999999999999,0,9.0,3.0,5,4,0,3.0,3
11.0,220.61,0,31.0,3.0,4,4,0,0.0,1
10.0,401.74,0,15.0,10.0,3,5,0,1.0,3
21.0,178.98,0,10.0,8.0,2,2,0,1.0,1
2.0,188.53,0,8.0,3.0,2,1,0,0.0,1
0.0,291.18,1,26.0,2.0,4,3,0,1.0,3
9.0,120.99000000000001,0,17.0,4.0,1,5,1,1.0,1
25.0,268.56,0,9.0,16.0,2,5,0,1.0,3
9.0,122.31,0,8.0,2.0,7,3,1,1.0,3
19.0,338.94,0,11.0,9.0,3,4,0,2.0,1
11.0,885.8500000000001,1,14.0,7.0,3,3,1,1.0,3
9.0,120.18,0,15.0,0.0,4,5,1,1.0,1
11.0,1837.08,1,17.0,9.0,3,1,0,1.0,1
4.0,168.12,0,30.0,8.0,2,5,0,0.0,1
